instruction,expected_output,model_output,similar_problem_1,similar_solution_1,urgency_1,category_1,similarity_1,similar_problem_2,similar_solution_2,urgency_2,category_2,similarity_2,similar_problem_3,similar_solution_3,urgency_3,category_3,similarity_3,avg_similarity,ticketID,pred_urgency_code,pred_category,pred_resolution,TICKETID,CLEAN_PROBLEM,true_urgency_code,true_category,true_resolution,fuzzy_ratio,avg_retriever_similarity,resolution_embedding_similarity
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00G3UD
- Problem: assistant

The issue is that a lookup for customer location ""ASDN07"" is failing to find the correct value. The expected value is ""CUSASDANEW ASDN07"" but the system is looking for ""CUSASDA ASDN07"". This discrepancy is causing a warning and error message. The lookup table appears to be set up correctly, but the system is not using","- Urgency: 3
- Category: S1000v3
- Solution: assistant

The issue was resolved by changing the lookup code from ASDANEW to ASDA. The existing details in ASDANEW were kept intact. The change was made to resolve an error that was preventing the ledger account from being found. The issue was confirmed to be resolved by the user, who reported that the problem was fixed after the change was made.","{""Urgency Code"": 3, ""Category"": ""S1000v4"", ""Resolution"": ""Update the lookup table to use the correct value 'CUSASDANEW ASDN07' instead of 'CUSASDA ASDN07'.""}","The customer is requesting assistance with two specific issues, referencing tickets P10 2407 and P10 2408.",A reference was added to the source_tran_no field in the cbtranm table in the tagsys database for two specific records. This update has been completed.,3,S1000v4,0.53586245,I'm ready to help. What is the problem from the support ticket?,A sheet was attached to the ticket on 28/03/2024 at 11:52:25 GMT.,3,S1000v4,0.49608743,I'm ready to help. What is the problem from the support ticket?,"On September 1, 2025, at 15:07, the support team accessed the system to investigate the issue. They retrieved information about the system, including.NET versions and involvement in BACS and STUNNEL.",3,S1000v4,0.49608743,0.50934577,t6UJ9A00G3UD,3.0,S1000v4,Update the lookup table to use the correct value 'CUSASDANEW ASDN07' instead of 'CUSASDA ASDN07'.,t6UJ9A00G3UD,"The issue is that a lookup for customer location ""ASDN07"" is failing to find the correct value. The expected value is ""CUSASDANEW ASDN07"" but the system is looking for ""CUSASDA ASDN07"". This discrepancy is causing a warning and error message. The lookup table appears to be set up correctly, but the system is not using",3,S1000v3,"The issue was resolved by changing the lookup code from ASDANEW to ASDA. The existing details in ASDANEW were kept intact. The change was made to resolve an error that was preventing the ledger account from being found. The issue was confirmed to be resolved by the user, who reported that the problem was fixed after the change was made.",34.0,0.50934577,0.4665019
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00FSKT
- Problem: assistant

The maximum purchase order value in TESGL Sage needs to be temporarily increased to £550,000 to allow reprinting of a purchase order.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The issue was resolved by updating a value to its original state. The value was initially changed, but then reverted back to its original value of 500k.","{""Urgency Code"": ""3"", ""Category"": ""S1000v4"", ""Resolution"": ""Revert the value back to \u00a3500,000 to allow reprinting of the purchase order.""}","The maximum purchase order value in TESGL LIMITED Sage needs to be temporarily increased to £600,000 to allow reprinting of a purchase order with a higher value.","The issue was resolved by reverting a value back to £500,000. The user initially had an issue and it was resolved, but then the value was changed to an unknown amount. The user then re-printed the document and requested to revert the value back to £500,000. The support team made the necessary change, reverting the value to the original amount.",3,S1000v4,0.8287326,The maximum purchase order value in TESGL LIMITED Sage needs to be temporarily increased to £1.1m to allow reprinting of a purchase order.,"The issue was resolved by reprinting the item. The customer then requested that the previous action be reverted, but it was not necessary as the reprint was successful. The issue was marked as resolved.",3,S1000v4,0.8167513,The maximum purchase order value in TESGL LIMITED Sage needs to be temporarily increased to £1.3m to allow a purchase order to be processed.,The issue was resolved by resetting the value back to 500k.,3,S1000v4,0.8126442,0.81937605,t6UJ9A00FSKT,3.0,S1000v4,"Revert the value back to £500,000 to allow reprinting of the purchase order.",t6UJ9A00FSKT,"The maximum purchase order value in TESGL Sage needs to be temporarily increased to £550,000 to allow reprinting of a purchase order.",3,S1000v4,"The issue was resolved by updating a value to its original state. The value was initially changed, but then reverted back to its original value of 500k.",47.0,0.8193760333333332,0.4360773
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00GG0Z
- Problem: assistant

The Sage application is currently locked and inaccessible. We need to investigate the cause of the lock and attempt to resolve the issue to regain access to the application.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The issue was investigated and it was found that there were no SQL locks present. A user, gbrdymoc, was logged in and had been in the order entry system since 10:24. The issue was resolved and everything was deemed okay.","{""Urgency Code"": ""3"", ""Category"": ""S1000v4"", ""Resolution"": ""Clearing a lock on the system or checking the order's operation and menu process to resolve the issue.""}",The user is unable to access a sales order ticket due to Sage locking it.,"The issue was resolved by clearing a lock on an order. A previous user, sandrab, had locked the order, but it has now been unlocked.",3,S1000v4,0.7571955,The Sage application is currently locked and inaccessible.,"The support team member initially tried to resolve the issue by clearing a lock on the system. When that didn't work, they killed two separate sessions to ensure the correct one was closed. After the customer rebooted their machine, the issue persisted. The support team member then checked the order's operation and menu process, found the problem, and resolved it by accessing the calendar and price list. The issue was resolved after the team member logged back in and was able to access the calendar and price list successfully.",3,S1000v4,0.75673234,"User is unable to access a ticket they created after logging out of Sage, resulting in being locked out.",The issue was resolved when the email account unlocked itself.,3,S1000v4,0.73252594,0.7488179,t6UJ9A00GG0Z,3.0,S1000v4,Clearing a lock on the system or checking the order's operation and menu process to resolve the issue.,t6UJ9A00GG0Z,The Sage application is currently locked and inaccessible. We need to investigate the cause of the lock and attempt to resolve the issue to regain access to the application.,3,S1000v4,"The issue was investigated and it was found that there were no SQL locks present. A user, gbrdymoc, was logged in and had been in the order entry system since 10:24. The issue was resolved and everything was deemed okay.",49.0,0.7488179266666667,0.6534137
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00G2RJ
- Problem: assistant

The spool queue for the tetra/frhlacai system is almost full, with 98% of its capacity used. This means that the system is running low on space to store print jobs and other data, which could cause issues with printing and other functions.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The issue was resolved by implementing a change to the dial on clear spool queues. This adjustment was made to manage the current users, ensuring that the number of users is below 500.","{""Urgency Code"": ""3"", ""Category"": ""S1000"", ""Resolution"": ""Clear down the spool queue for the tetra/frhlacai system to resolve the issue.""}","The spool queue for the tetra/gbssmith system is almost full, with 98% of its capacity used. This means that the system is running low on space to process and store print jobs, which could cause delays or errors if not addressed.",The issue was resolved by clearing down several users' spoolq's. This action was taken to resolve the problem.,3,S1000,0.70731056,"The spool queues, specifically Tetra and Tomb, have reached maximum capacity and are now 100% full. This indicates that the system is unable to process or store new data due to a lack of available space, potentially causing delays or errors in data processing.","The user's spool queue was reported to be full. The support team notified the user, ""tomb"", to clear the queue.",3,S1000,0.6859187,"The spool queues for the following systems are almost full:

- Tetra/stephb is 98% full.
- Tetra/ruthr is 97% full.
- Tetra/paulpr is 96% full.

This indicates that these systems are running low on storage space and may need to be cleared or expanded to prevent potential issues.","The spool files for three users were cleared until December 31, 2024.",3,S1000,0.6494838,0.6809044,t6UJ9A00G2RJ,3.0,S1000,Clear down the spool queue for the tetra/frhlacai system to resolve the issue.,t6UJ9A00G2RJ,"The spool queue for the tetra/frhlacai system is almost full, with 98% of its capacity used. This means that the system is running low on space to store print jobs and other data, which could cause issues with printing and other functions.",3,S1000v4,"The issue was resolved by implementing a change to the dial on clear spool queues. This adjustment was made to manage the current users, ensuring that the number of users is below 500.",52.0,0.6809043533333333,0.5159128
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00EXSP
- Problem: assistant

The Sage application has become unresponsive while trying to access the ""Applications/Invoices"" tab.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The issue has been resolved.","{""Urgency Code"": 3, ""Category"": ""S1000v4"", ""Resolution"": ""The issue was resolved by ending the Sage process, specifically the pl.exe, which was stuck in a loop and consuming 25% CPU. This was done by killing the process, allowing the system to recover.""}",The Sage application has frozen while trying to progress an invoice.,The issue was resolved by investigating the cause of the frozen application/invoice in Sage. It was discovered that someone had locked the invoice in the customer create option. The technician was able to reprint the invoice after investigating how to do so.,3,S1000v4,0.69359857,"Five invoices (H32001, H32002, H32003, H32004) have failed to interface with Sage.","The issue was investigated and resolved. The support team checked the scheduled tasks on the server and found that the files were being placed in a different location than expected. The files were found to be in a processed state, indicating they had been moved. However, the issue persisted, and further investigation revealed that the problem was due to changed permissions on the folder. The issue was resolved once the permissions were corrected.",3,S1000v4,0.69169235,The Sage application has become unresponsive and is no longer functioning.,"The issue was resolved by ending the Sage process, specifically the pl.exe, which was stuck in a loop and consuming 25% CPU. This was done by killing the process, allowing the system to recover.",3,S1000v4,0.6816517,0.6889809,t6UJ9A00EXSP,3.0,S1000v4,"The issue was resolved by ending the Sage process, specifically the pl.exe, which was stuck in a loop and consuming 25% CPU. This was done by killing the process, allowing the system to recover.",t6UJ9A00EXSP,"The Sage application has become unresponsive while trying to access the ""Applications/Invoices"" tab.",3,S1000v4,The issue has been resolved.,80.0,0.6889808733333332,0.31674027
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00FJTM
- Problem: assistant

Incorrect value was transferred from account W/H 20-A2, resulting in an incorrect balance of 166034ltrs. This has caused an issue with transferring funds back to account W/H 20-A2, as the system is preventing the transaction due to the discrepancy.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The system's capped value for transactions was increased from 1,800,000 to 1,900,000 to allow a large transaction to be processed. The transaction was split into four separate lines to stay within the new capped value. After the transaction was processed, the system's capped value was reverted back to its original value of 1,800,000. This was done to prevent future transactions from exceeding the capped value, which would have prevented stock from being received into a specific warehouse. The issue was resolved, and the system was returned to its original state.","{""Urgency Code"": 3, ""Category"": ""S1000"", ""Resolution"": ""Reconcile the account balance by reversing the incorrect transfer and re-matching the transactions to reflect the correct balance. Then, the system should allow the transaction to proceed.""}","There is an issue with the bank reconciliation for account numbers PC8336, PC8351, and PC8352. The system has incorrectly matched some transactions and needs to be reversed.","The issue was resolved by reversing a cash transfer and correcting matching entries in the system. The customer had previously matched a payment against the wrong transfer, so the transfer was reversed and the matching entries were corrected. The customer then matched the original payment against the correct transfer, and the system was updated to reflect this. The customer also corrected an error in the transfer amount and matched two other transfers against each other, allowing the payment batches to be reopened and available for matching again.",3,S1000,0.5848624,"The system froze (hung) while you were working on a ticket, resulting in an incomplete or stuck transaction. This has caused issues with stock allocation and you are unable to amend or delete the ticket.",The issue was resolved by deleting the order.,3,S1000v4,0.57940686,"A payment to account ADI001 was rejected and needs to be resent. However, the system is preventing the amount from being allocated to this account. This is in contrast to account UKC001, where the same process worked successfully yesterday. The issue is that the system is not allowing the payment to be allocated to ADI001.","The issue was resolved by identifying that the CIS status of the subcontractor determines whether the unallocated field is available. It was found that subcontractors with CIS set to 'Exempt' or 'Zero Rated' can enter a negative unallocated value, but those with CIS set to 'Higher' or 'Standard' cannot. This was confirmed through testing and investigation. The issue was resolved by manually processing the refund as a manual payment. The CIS status of the subcontractor ADI001 was found to be 'Higher', which is why the unallocated field was not available.",3,S1000v4,0.5757596,0.58000964,t6UJ9A00FJTM,3.0,S1000,"Reconcile the account balance by reversing the incorrect transfer and re-matching the transactions to reflect the correct balance. Then, the system should allow the transaction to proceed.",t6UJ9A00FJTM,"Incorrect value was transferred from account W/H 20-A2, resulting in an incorrect balance of 166034ltrs. This has caused an issue with transferring funds back to account W/H 20-A2, as the system is preventing the transaction due to the discrepancy.",3,S1000v4,"The system's capped value for transactions was increased from 1,800,000 to 1,900,000 to allow a large transaction to be processed. The transaction was split into four separate lines to stay within the new capped value. After the transaction was processed, the system's capped value was reverted back to its original value of 1,800,000. This was done to prevent future transactions from exceeding the capped value, which would have prevented stock from being received into a specific warehouse. The issue was resolved, and the system was returned to its original state.",48.0,0.58000962,0.40581122
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00GFSA
- Problem: assistant

There are three orders stuck in the system: 

- Order SP102036 is stuck on a date of 25/03/2025.
- Order SP101898/1 is stuck on a date of 17/01/2025.
- Order SP102076 is stuck on a date of 14/04/2025.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

A support team member was contacted to gain access to the server using TeamViewer. The status of 3 orders was changed from K to 6 in the opheadm system.","{""Urgency Code"": ""3"", ""Category"": ""S1000v4"", ""Resolution"": ""The support team member connected to the server using TeamViewer and accessed the stuck orders. They updated the status of three orders from 'K' to '6' in the opheadm.""}","There are several orders stuck in the system. The orders are:

- SP102034 with a delivery date of 24/03/2025
- SP102106/1 with a delivery date of 02/05/2025
- SP102107 with a delivery date of 06/05/2025
- SP102109/1 with a delivery date","The issue has been escalated to the team, and the requestor is waiting for the TeamViewer connection details to make a change.",3,S1000v4,0.7383349,"There are three stuck orders that need to be processed: 

- Order SP101464 is stuck on DNI11 and has a start and end date of 24/05/2024.
- Order SP101332/3 is stuck on DNI11 and has a start and end date of 11/03/2024.
- Order SP101418/1 is","The support team member connected to the server using TeamViewer and accessed the stuck orders. They updated the status of three orders from ""K"" to ""6"" in the opheadm. The team member also checked if another order, SP101487, should be pushed forward, but the decision was to leave it as is. The status of the ticket was updated to reflect the changes made.",3,S1000v4,0.7026086,We need to resolve the issue with the connection between Datel and Arc so that orders can be processed. Two orders are stuck: SP101823 and SP101824. The orders are due to be completed on 28/11/2024 and 29/11/2024 respectively.,"The issue has been updated, and two orders have been updated for the customer.",3,S1000v4,0.6846565,0.7085333,t6UJ9A00GFSA,3.0,S1000v4,The support team member connected to the server using TeamViewer and accessed the stuck orders. They updated the status of three orders from 'K' to '6' in the opheadm.,t6UJ9A00GFSA,"There are three orders stuck in the system: 

- Order SP102036 is stuck on a date of 25/03/2025.
- Order SP101898/1 is stuck on a date of 17/01/2025.
- Order SP102076 is stuck on a date of 14/04/2025.",3,S1000v4,A support team member was contacted to gain access to the server using TeamViewer. The status of 3 orders was changed from K to 6 in the opheadm system.,84.0,0.7085333333333333,0.8588736
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00FB8J
- Problem: assistant

A purchase order (PO) was not fully receipted due to a quantity amendment. Although the stock quantity now shows as received, the status has not updated. We need to know if it's safe to update the status to ""Received"" (R) in the background and if any other changes are required to mark the order as completed.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The support team updated the status of the order in the system to 'R' in the background. They also recommended making front-end changes whenever possible, as the end-user can also make certain changes. Additionally, they advised entering a receipt quantity of zero in the POP receipts program to prevent affecting stock figures and stated that there's no more to follow.","{""Urgency Code"": 3, ""Category"": ""S1000v4"", ""Resolution"": ""Update the PO status to 'R' in the background. No other changes are required to mark the order as completed. Verify the stock quantity is accurate before updating the status.""}","The PO has already been receipted, but the stock needs to be returned to the supplier. To process the return, the PO status needs to be updated so a reverse receipt can be performed to bring the stock back into inventory. The goal is to change the PO status to allow for a reverse receipt to be processed.","The status of the issue was changed from ""C"" to ""R"". This change allowed access to the ""Hi line"".",3,S1000v4,0.6705891,"The user is asking about the status ""Printed"" in the Purchase Order (PO) system. They want to know what it means, if it can be changed, and if a PO can still be received and completed after being printed.","The support team clarified that the status 'P' on a Purchase Order (PO) does not necessarily mean it has been receipted. They explained that a PO can be set to only be receipted after it's printed, but this doesn't guarantee receipting has occurred. They also mentioned that receipted lines on the PO detail will have an 'R' status, but this doesn't apply to the overall PO status. The team provided this information to help the customer understand the PO status and resolve their query.",1,S1000v4,0.6542525,"A purchase order (PO) was amended in the database to remove the ""C"" status and copy the original quantity to the current quantity field. However, when accessing the PO through the Sage frontend, the updated quantities are not visible. Additionally, attempting to add the quantity back to the PO is blocked due to the receipted status, preventing the PO from being invoiced.","The support team accessed several database tables to gather information about an order with the number '030753'. They retrieved data from 'poheadm', 'podetm', 'povhstm', and 'ponlcodem' tables. A transaction was started and then committed after updating the 'tran_order_qty' in the 'podetm' table for order line number 3. The status of the order was updated twice, but the second update is unclear.",3,S1000v3,0.62331903,0.6493869,t6UJ9A00FB8J,3.0,S1000v4,Update the PO status to 'R' in the background. No other changes are required to mark the order as completed. Verify the stock quantity is accurate before updating the status.,t6UJ9A00FB8J,"A purchase order (PO) was not fully receipted due to a quantity amendment. Although the stock quantity now shows as received, the status has not updated. We need to know if it's safe to update the status to ""Received"" (R) in the background and if any other changes are required to mark the order as completed.",3,S1000v4,"The support team updated the status of the order in the system to 'R' in the background. They also recommended making front-end changes whenever possible, as the end-user can also make certain changes. Additionally, they advised entering a receipt quantity of zero in the POP receipts program to prevent affecting stock figures and stated that there's no more to follow.",62.0,0.6493868766666667,0.6754501
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00FMML
- Problem: assistant

The issue is that the jsadmin account does not have access to SQL Server Management Studio on Portsage03v using Windows authentication. A backup of the SAGE database PTALIVE as of the 9th has been copied to C:\temp\JS Back up on Portsage03v, but it needs to be copied to PTATEST for training and testing purposes.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The remote access account was initially enabled, but the user was unable to access the server due to an access denied error. The issue was resolved when the user clicked a button and logged in successfully. Additionally, a database was restored from a backup as requested. The connection to the SQL server had to be killed and restarted for the database to work properly. The issue was resolved and the ticket was closed.","{""Urgency Code"": 3, ""Category"": ""S1000v4"", ""Resolution"": ""The IT team will need to adjust the SQL Server Management Studio settings on Portsage03v to allow the jsadmin account to access the SQL Server using Windows authentication. Additionally, the backup of the SAGE database PTALIVE will need to be copied from C:\\temp\\JS Back up to PTATEST for training and testing purposes.""}","A replacement PC is having trouble connecting to the Sage system using a script. The error message is ""Application blocked by Java security - expired certificate."" This suggests that the Java security settings on the new PC are blocking the script due to an expired digital certificate, which is preventing the connection to the Sage system from being established.","The IT team checked the settings on the replacement PC and found that it was set up as an administrator account instead of a user account. They went through the settings again and corrected this issue, which resolved the problem.",3,S1000v4,0.56790143,"The technical issue is: 

The user ""customer service"" is unable to log in to Sage. The exact error message is not provided, but a screenshot is referenced.","The customer was experiencing a login issue. A document was provided to the IT department to help resolve the issue, which likely involves adjusting settings related to an online check that is currently offline. The IT department will need to make these adjustments. If they encounter any difficulties, the customer can request assistance, and the customer's IT support can remotely connect to help troubleshoot the issue.",3,S1000v4,0.5373142,The staff member 'tstevent' is set up in Sage but cannot log in. Their username is actually Tracey.Stevens. We need to reactivate their login credentials.,The issue was resolved by setting up the tstevent. The name was set to BAS\. This change allowed the user to login successfully.,1,S1000v4,0.53353,0.5462485,t6UJ9A00FMML,3.0,S1000v4,"The IT team will need to adjust the SQL Server Management Studio settings on Portsage03v to allow the jsadmin account to access the SQL Server using Windows authentication. Additionally, the backup of the SAGE database PTALIVE will need to be copied from C:\temp\JS Back up to PTATEST for training and testing purposes.",t6UJ9A00FMML,"The issue is that the jsadmin account does not have access to SQL Server Management Studio on Portsage03v using Windows authentication. A backup of the SAGE database PTALIVE as of the 9th has been copied to C:\temp\JS Back up on Portsage03v, but it needs to be copied to PTATEST for training and testing purposes.",3,S1000v4,"The remote access account was initially enabled, but the user was unable to access the server due to an access denied error. The issue was resolved when the user clicked a button and logged in successfully. Additionally, a database was restored from a backup as requested. The connection to the SQL server had to be killed and restarted for the database to work properly. The issue was resolved and the ticket was closed.",45.0,0.5462485433333333,0.42763862
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00F511
- Problem: assistant

Service codes are unable to view the postings, and Wayne suspects the issue is related to this.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The support team member checked the issue and confirmed that the problem was due to missing PONACC keys. They then phoned the customer again to clarify the issue. The team member also confirmed that the PONLCONTRA account is where the postings are made.","{""Urgency Code"": 3, ""Category"": ""S1000v4"", ""Resolution"": ""The issue was resolved by identifying incorrectly formatted dates in the opdetm transaction_anals2 and 3 fields. The format required was dd/mm/yy, but some dates were missing characters or had too many. The solution involved correcting these dates to ensure they were in the correct format.""}",I'm ready to help. What is the problem from the support ticket?,"On September 1, 2025, at 15:07, the support team accessed the system to investigate the issue. They retrieved information about the system, including.NET versions and involvement in BACS and STUNNEL.",3,S1000v4,0.67145514,I'm ready to help. What is the problem from the support ticket?,A sheet was attached to the ticket on 28/03/2024 at 11:52:25 GMT.,3,S1000v4,0.67145514,The user is requesting to open a new support ticket but has not provided the actual technical issue.,"The issue was resolved by identifying incorrectly formatted dates in the opdetm transaction_anals2 and 3 fields. The format required was dd/mm/yy, but some dates were missing characters or had too many. The solution involved correcting these dates to ensure they were in the correct format.",3,S1000v4,0.577998,0.6403027,t6UJ9A00F511,3.0,S1000v4,"The issue was resolved by identifying incorrectly formatted dates in the opdetm transaction_anals2 and 3 fields. The format required was dd/mm/yy, but some dates were missing characters or had too many. The solution involved correcting these dates to ensure they were in the correct format.",t6UJ9A00F511,"Service codes are unable to view the postings, and Wayne suspects the issue is related to this.",3,S1000v4,The support team member checked the issue and confirmed that the problem was due to missing PONACC keys. They then phoned the customer again to clarify the issue. The team member also confirmed that the PONLCONTRA account is where the postings are made.,30.0,0.64030276,0.33800805
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00F8X6
- Problem: assistant

The customer is asking if there are any SQL analysis fields that can be used to store information about warehouses.","- Urgency: 1
- Category: S1000v4
- Solution: assistant

The support team investigated the issue and found that there is a'site' field on the warehouse entry form, stored in the stkwhm.shipping_site table. This field is a reference field and is written to the sales order head file. Additionally, they discovered a master warehouse replication feature in a project DA0744, which stores data in the stslavem table. This feature can be populated even if the project is not licensed, and all fields are set to 'Do not update'. This information was provided to help resolve the issue.","{""Urgency Code"": 3, ""Category"": ""S1000v4"", ""Resolution"": ""The support team will check the database schema to identify the relevant SQL analysis fields that can be used to store information about warehouses. They will then provide the customer with the necessary information to proceed with their query.""}","The user wants to know the data table where stock unit setup information is stored in F6 warehouse, so they can query and review it after setup is complete.","The support team is setting up inventory control in the F6 warehouse. They are checking the stock units set up on a specific screen and reviewing the data table to ensure it is saved correctly. Once the setup is complete, they will review the data to confirm everything is accurate.",3,S1000v4,0.5113715,The customer is asking which database table holds the information they need.,"The support team confirmed the data was held in multiple tables: scheme.cfnacontm, scheme.cscontsm, and scheme.csappdm. They provided this information to help resolve the issue. The customer was asked if this data met their requirements. The status of the ticket was updated to ""On Hold"" and then ""Up"" as the issue was being addressed.",1,S1000v4,0.48865104,The customer is requesting that additional information be added to their support ticket.,The issue was resolved by adding 'Hi' to a menu. The change was made and the issue was confirmed to be sorted.,1,S1000v4,0.4870062,0.49567625,t6UJ9A00F8X6,3.0,S1000v4,The support team will check the database schema to identify the relevant SQL analysis fields that can be used to store information about warehouses. They will then provide the customer with the necessary information to proceed with their query.,t6UJ9A00F8X6,The customer is asking if there are any SQL analysis fields that can be used to store information about warehouses.,1,S1000v4,"The support team investigated the issue and found that there is a'site' field on the warehouse entry form, stored in the stkwhm.shipping_site table. This field is a reference field and is written to the sales order head file. Additionally, they discovered a master warehouse replication feature in a project DA0744, which stores data in the stslavem table. This feature can be populated even if the project is not licensed, and all fields are set to 'Do not update'. This information was provided to help resolve the issue.",47.0,0.49567624666666665,0.43067336
"Classify and resolve this support ticket using the following details:
- ticketID: t6UJ9A00G8U9
- Problem: assistant

The MRP is displaying an allocated quantity of -0.0, which indicates that the system has allocated a negative amount of stock. This is likely due to a discrepancy in inventory levels or a calculation error.","- Urgency: 3
- Category: S1000v4
- Solution: assistant

The issue was resolved by amending the ROL/SL (Reorder Level/Stock Level) and re-running the MRP (Material Requirements Planning) system. This corrected the strange figures, specifically the allocated -0.0, which appeared on the MRP report. The system was previously running manually, and the customer was interested in setting up an overnight scheduling option using the AutoQ software. However, this was not necessary as the issue was resolved by re-running the MRP system. The customer was assisted by the support team and is now satisfied with the resolution.","{""Urgency Code"": 3, ""Category"": ""S1000v3"", ""Resolution"": ""The issue was investigated and it was found that a discrepancy in inventory levels or a calculation error was the cause. The system was recalculated to reflect the correct stock levels, and the allocated quantity was updated to reflect the actual available stock.""}","A stock item has a quantity of 2100 units booked in, but then had 2100 units received back as a negative quantity. This should result in a net quantity of 0. However, the Purchase Order (PO) still displays a quantity available of 2100 units, indicating an incorrect stock balance.","The issue was investigated and it was found that a receipt was made against the wrong line on the purchase order. The receipt was made against line 1, but the issue was with line 7. The purchase order variance history table showed no receipts made against line 7. It was discovered that a second line of stock was booked in for 2100 and then negative receipted for 2100, but the PO still showed a quantity available of 2100. The status of the order was changed to C to resolve the issue.",3,S1000v3,0.5629226,"The sales order is showing a negative stock level (-84111) despite having available stock. The system is preventing the order from being unpicked due to this discrepancy. The stock levels for product 100R are 725 kilograms, but the system is not recognizing this, causing the issue.","The issue was resolved by identifying that an order had been allocated a large quantity of stock from a batch that was still held, causing a negative balance in the system. The order was de-allocated, and the held flag was left in place to prevent further issues. This corrected the stock balance and resolved the problem.",3,S1000v4,0.55362797,"The MRP (Material Requirements Planning) process failed due to an error, which was previously cleared but recurred. The error occurred over the weekend and again the following night.","The issue was investigated and it was found that the MRP process failed due to a SQL deadlock. The process was killed, but the underlying SQL process remained active. To resolve this, a log of SQL processes running at 4:00 am was suggested to identify the culprit of the lock. The MRP run was successful the following night after this change. It was also suggested to create a SQL audit table to help identify and prevent future deadlocks. The issue was treated as a one-off, but further investigation was recommended if it occurs again.",3,S1000v4,0.51397216,0.5435076,t6UJ9A00G8U9,3.0,S1000v3,"The issue was investigated and it was found that a discrepancy in inventory levels or a calculation error was the cause. The system was recalculated to reflect the correct stock levels, and the allocated quantity was updated to reflect the actual available stock.",t6UJ9A00G8U9,"The MRP is displaying an allocated quantity of -0.0, which indicates that the system has allocated a negative amount of stock. This is likely due to a discrepancy in inventory levels or a calculation error.",3,S1000v4,"The issue was resolved by amending the ROL/SL (Reorder Level/Stock Level) and re-running the MRP (Material Requirements Planning) system. This corrected the strange figures, specifically the allocated -0.0, which appeared on the MRP report. The system was previously running manually, and the customer was interested in setting up an overnight scheduling option using the AutoQ software. However, this was not necessary as the issue was resolved by re-running the MRP system. The customer was assisted by the support team and is now satisfied with the resolution.",39.0,0.5435075766666667,0.5435119
